attributes.biome-name,attributes.lineage,attributes.samples-count,id,links.self,relationships.children.links.related,relationships.genomes.links.related,relationships.samples.links.related,relationships.studies.links.related,type
Bog,root:Environmental:Aquatic:Freshwater:Wetlands:Bog,1545,root:Environmental:Aquatic:Freshwater:Wetlands:Bog,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Bog/studies,biomes
Marsh,root:Environmental:Aquatic:Freshwater:Wetlands:Marsh,59,root:Environmental:Aquatic:Freshwater:Wetlands:Marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Marsh/studies,biomes
Sediment,root:Environmental:Aquatic:Freshwater:Wetlands:Sediment,229,root:Environmental:Aquatic:Freshwater:Wetlands:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Sediment/studies,biomes
Swamp,root:Environmental:Aquatic:Freshwater:Wetlands:Swamp,106,root:Environmental:Aquatic:Freshwater:Wetlands:Swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Freshwater:Wetlands:Swamp/studies,biomes
Lentic,root:Environmental:Aquatic:Lentic,43,root:Environmental:Aquatic:Lentic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic/studies,biomes
Brackish,root:Environmental:Aquatic:Lentic:Brackish,64,root:Environmental:Aquatic:Lentic:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Lentic:Brackish/studies,biomes
Marine,root:Environmental:Aquatic:Marine,20944,root:Environmental:Aquatic:Marine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine/studies,biomes
Brackish,root:Environmental:Aquatic:Marine:Brackish,32,root:Environmental:Aquatic:Marine:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Brackish/studies,biomes
Coastal,root:Environmental:Aquatic:Marine:Coastal,2740,root:Environmental:Aquatic:Marine:Coastal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal/studies,biomes
Sediment,root:Environmental:Aquatic:Marine:Coastal:Sediment,1344,root:Environmental:Aquatic:Marine:Coastal:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Coastal:Sediment/studies,biomes
Cold seeps,root:Environmental:Aquatic:Marine:Cold seeps,572,root:Environmental:Aquatic:Marine:Cold seeps,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps/studies,biomes
Sediment,root:Environmental:Aquatic:Marine:Cold seeps:Sediment,63,root:Environmental:Aquatic:Marine:Cold seeps:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Cold%20seeps:Sediment/studies,biomes
Fossil,root:Environmental:Aquatic:Marine:Fossil,0,root:Environmental:Aquatic:Marine:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil/studies,biomes
Whale fall,root:Environmental:Aquatic:Marine:Fossil:Whale fall,0,root:Environmental:Aquatic:Marine:Fossil:Whale fall,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Fossil:Whale%20fall/studies,biomes
Hydrothermal vents,root:Environmental:Aquatic:Marine:Hydrothermal vents,191,root:Environmental:Aquatic:Marine:Hydrothermal vents,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents/studies,biomes
Black smokers,root:Environmental:Aquatic:Marine:Hydrothermal vents:Black smokers,3,root:Environmental:Aquatic:Marine:Hydrothermal vents:Black smokers,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Black%20smokers/studies,biomes
Diffuse flow,root:Environmental:Aquatic:Marine:Hydrothermal vents:Diffuse flow,19,root:Environmental:Aquatic:Marine:Hydrothermal vents:Diffuse flow,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Diffuse%20flow/studies,biomes
Microbial mats,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats,36,root:Environmental:Aquatic:Marine:Hydrothermal vents:Microbial mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Microbial%20mats/studies,biomes
Sediment,root:Environmental:Aquatic:Marine:Hydrothermal vents:Sediment,85,root:Environmental:Aquatic:Marine:Hydrothermal vents:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Hydrothermal%20vents:Sediment/studies,biomes
Intertidal zone,root:Environmental:Aquatic:Marine:Intertidal zone,123,root:Environmental:Aquatic:Marine:Intertidal zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone/studies,biomes
Beach,root:Environmental:Aquatic:Marine:Intertidal zone:Beach,0,root:Environmental:Aquatic:Marine:Intertidal zone:Beach,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Beach/studies,biomes
Coral reef,root:Environmental:Aquatic:Marine:Intertidal zone:Coral reef,1448,root:Environmental:Aquatic:Marine:Intertidal zone:Coral reef,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Coral%20reef/studies,biomes
Estuary,root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,1038,root:Environmental:Aquatic:Marine:Intertidal zone:Estuary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Estuary/studies,biomes
Mangrove swamp,root:Environmental:Aquatic:Marine:Intertidal zone:Mangrove swamp,166,root:Environmental:Aquatic:Marine:Intertidal zone:Mangrove swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Mangrove%20swamp/studies,biomes
Microbialites,root:Environmental:Aquatic:Marine:Intertidal zone:Microbialites,5,root:Environmental:Aquatic:Marine:Intertidal zone:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Microbialites/studies,biomes
Oil-contaminated,root:Environmental:Aquatic:Marine:Intertidal zone:Oil-contaminated,409,root:Environmental:Aquatic:Marine:Intertidal zone:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Oil-contaminated/studies,biomes
Salt marsh,root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh,559,root:Environmental:Aquatic:Marine:Intertidal zone:Salt marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Salt%20marsh/studies,biomes
Sediment,root:Environmental:Aquatic:Marine:Intertidal zone:Sediment,48,root:Environmental:Aquatic:Marine:Intertidal zone:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Intertidal%20zone:Sediment/studies,biomes
Marginal Sea,root:Environmental:Aquatic:Marine:Marginal Sea,354,root:Environmental:Aquatic:Marine:Marginal Sea,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Marginal%20Sea/studies,biomes
Neritic zone,root:Environmental:Aquatic:Marine:Neritic zone,74,root:Environmental:Aquatic:Marine:Neritic zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine:Neritic%20zone/studies,biomes
