attributes.biome-name,attributes.lineage,attributes.samples-count,id,links.self,relationships.children.links.related,relationships.genomes.links.related,relationships.samples.links.related,relationships.studies.links.related,type
Forest soil,root:Environmental:Terrestrial:Soil:Forest soil,3055,root:Environmental:Terrestrial:Soil:Forest soil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Forest%20soil/studies,biomes
Grasslands,root:Environmental:Terrestrial:Soil:Grasslands,1738,root:Environmental:Terrestrial:Soil:Grasslands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Grasslands/studies,biomes
Mine,root:Environmental:Terrestrial:Soil:Mine,50,root:Environmental:Terrestrial:Soil:Mine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine/studies,biomes
Mine drainage,root:Environmental:Terrestrial:Soil:Mine drainage,1,root:Environmental:Terrestrial:Soil:Mine drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Mine%20drainage/studies,biomes
Oil-contaminated,root:Environmental:Terrestrial:Soil:Oil-contaminated,196,root:Environmental:Terrestrial:Soil:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Oil-contaminated/studies,biomes
Permafrost,root:Environmental:Terrestrial:Soil:Permafrost,140,root:Environmental:Terrestrial:Soil:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Permafrost/studies,biomes
Shrubland,root:Environmental:Terrestrial:Soil:Shrubland,0,root:Environmental:Terrestrial:Soil:Shrubland,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Shrubland/studies,biomes
Tropical rainforest,root:Environmental:Terrestrial:Soil:Tropical rainforest,320,root:Environmental:Terrestrial:Soil:Tropical rainforest,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Tropical%20rainforest/studies,biomes
Uranium contaminated,root:Environmental:Terrestrial:Soil:Uranium contaminated,11,root:Environmental:Terrestrial:Soil:Uranium contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Uranium%20contaminated/studies,biomes
Viriome,root:Environmental:Terrestrial:Soil:Viriome,0,root:Environmental:Terrestrial:Soil:Viriome,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Viriome/studies,biomes
Wetlands,root:Environmental:Terrestrial:Soil:Wetlands,59,root:Environmental:Terrestrial:Soil:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands/studies,biomes
Permafrost,root:Environmental:Terrestrial:Soil:Wetlands:Permafrost,4,root:Environmental:Terrestrial:Soil:Wetlands:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Soil:Wetlands:Permafrost/studies,biomes
Volcanic,root:Environmental:Terrestrial:Volcanic,16,root:Environmental:Terrestrial:Volcanic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic/studies,biomes
Fumaroles,root:Environmental:Terrestrial:Volcanic:Fumaroles,0,root:Environmental:Terrestrial:Volcanic:Fumaroles,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Terrestrial:Volcanic:Fumaroles/studies,biomes
Host-associated,root:Host-associated,1772,root:Host-associated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated/studies,biomes
Algae,root:Host-associated:Algae,422,root:Host-associated:Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae/studies,biomes
Brown Algae,root:Host-associated:Algae:Brown Algae,179,root:Host-associated:Algae:Brown Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Brown%20Algae/studies,biomes
Green algae,root:Host-associated:Algae:Green algae,0,root:Host-associated:Algae:Green algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae/studies,biomes
Ectosymbionts,root:Host-associated:Algae:Green algae:Ectosymbionts,0,root:Host-associated:Algae:Green algae:Ectosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Green%20algae:Ectosymbionts/studies,biomes
Red algae,root:Host-associated:Algae:Red algae,9,root:Host-associated:Algae:Red algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae/studies,biomes
Ectosymbionts ,root:Host-associated:Algae:Red algae:Ectosymbionts ,0,root:Host-associated:Algae:Red algae:Ectosymbionts ,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Algae:Red%20algae:Ectosymbionts%20/studies,biomes
Amphibia,root:Host-associated:Amphibia,122,root:Host-associated:Amphibia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia/studies,biomes
Digestive system,root:Host-associated:Amphibia:Digestive system,0,root:Host-associated:Amphibia:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Digestive%20system/studies,biomes
Excretory system,root:Host-associated:Amphibia:Excretory system,0,root:Host-associated:Amphibia:Excretory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Amphibia:Excretory%20system/studies,biomes
Animal,root:Host-associated:Animal,961,root:Host-associated:Animal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal/studies,biomes
Circulatory system,root:Host-associated:Animal:Circulatory system,0,root:Host-associated:Animal:Circulatory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Circulatory%20system/studies,biomes
Digestive system,root:Host-associated:Animal:Digestive system,233,root:Host-associated:Animal:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system/studies,biomes
Fecal,root:Host-associated:Animal:Digestive system:Fecal,1999,root:Host-associated:Animal:Digestive system:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system:Fecal,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system:Fecal/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system:Fecal/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system:Fecal/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Digestive%20system:Fecal/studies,biomes
Fossil,root:Host-associated:Animal:Fossil,0,root:Host-associated:Animal:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil/studies,biomes
Bone,root:Host-associated:Animal:Fossil:Bone,0,root:Host-associated:Animal:Fossil:Bone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Bone,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Bone/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Bone/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Bone/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Bone/studies,biomes
Feces,root:Host-associated:Animal:Fossil:Feces,0,root:Host-associated:Animal:Fossil:Feces,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Feces,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Feces/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Feces/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Feces/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Fossil:Feces/studies,biomes
Reproductive system,root:Host-associated:Animal:Reproductive system,0,root:Host-associated:Animal:Reproductive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Reproductive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Reproductive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Reproductive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Reproductive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Reproductive%20system/studies,biomes
Respiratory system,root:Host-associated:Animal:Respiratory system,0,root:Host-associated:Animal:Respiratory system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Respiratory%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Respiratory%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Respiratory%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Respiratory%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Respiratory%20system/studies,biomes
Skin,root:Host-associated:Animal:Skin,0,root:Host-associated:Animal:Skin,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Skin,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Skin/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Skin/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Skin/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Animal:Skin/studies,biomes
Annelida,root:Host-associated:Annelida,4,root:Host-associated:Annelida,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida/studies,biomes
Digestive system,root:Host-associated:Annelida:Digestive system,1,root:Host-associated:Annelida:Digestive system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system/studies,biomes
Digestive tube,root:Host-associated:Annelida:Digestive system:Digestive tube,0,root:Host-associated:Annelida:Digestive system:Digestive tube,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube/studies,biomes
Extracellular symbionts,root:Host-associated:Annelida:Digestive system:Digestive tube:Extracellular symbionts,0,root:Host-associated:Annelida:Digestive system:Digestive tube:Extracellular symbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube:Extracellular%20symbionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube:Extracellular%20symbionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube:Extracellular%20symbionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube:Extracellular%20symbionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Digestive%20system:Digestive%20tube:Extracellular%20symbionts/studies,biomes
Integument,root:Host-associated:Annelida:Integument,0,root:Host-associated:Annelida:Integument,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument/studies,biomes
Cuticle,root:Host-associated:Annelida:Integument:Cuticle,0,root:Host-associated:Annelida:Integument:Cuticle,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle/studies,biomes
Epibionts,root:Host-associated:Annelida:Integument:Cuticle:Epibionts,0,root:Host-associated:Annelida:Integument:Cuticle:Epibionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle:Epibionts,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle:Epibionts/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle:Epibionts/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle:Epibionts/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Cuticle:Epibionts/studies,biomes
Subcuticular space,root:Host-associated:Annelida:Integument:Subcuticular space,0,root:Host-associated:Annelida:Integument:Subcuticular space,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space/children,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space/genomes,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space/samples,https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Host-associated:Annelida:Integument:Subcuticular%20space/studies,biomes
